Game_ID,Result,Home,Away,Date,Won,Won_Points,Lost,Lost_Points,Home_Won
401265834,"GS 107, DEN 105",Golden State Warriors,Denver Nuggets,20201212,Golden State Warriors,107,Denver Nuggets,105,Yes
401265835,"UTAH 119, PHX 105",Utah Jazz,Phoenix Suns,20201212,Utah Jazz,119,Phoenix Suns,105,Yes
401265836,"ATL 116, ORL 107",Atlanta Hawks,Orlando Magic,20201213,Atlanta Hawks,116,Orlando Magic,107,Yes
401265837,"BKN 119, WSH 114",Brooklyn Nets,Washington Wizards,20201213,Brooklyn Nets,119,Washington Wizards,114,Yes
401265838,"DET 99, NY 91",Detroit Pistons,New York Knicks,20201213,Detroit Pistons,99,New York Knicks,91,Yes
401265839,"CHI 104, HOU 91",Chicago Bulls,Houston Rockets,20201213,Chicago Bulls,104,Houston Rockets,91,Yes
401265841,"LAL 131, LAC 106",Los Angeles Lakers,LA Clippers,20201213,Los Angeles Lakers,131,LA Clippers,106,Yes
401265840,"SAC 121, POR 106",Portland Trail Blazers,Sacramento Kings,20201213,Sacramento Kings,121,Portland Trail Blazers,106,No
401265842,"CLE 116, IND 106",Cleveland Cavaliers,Indiana Pacers,20201214,Cleveland Cavaliers,116,Indiana Pacers,106,Yes
401265843,"TOR 112, CHA 109",Charlotte Hornets,Toronto Raptors,20201214,Toronto Raptors,112,Charlotte Hornets,109,No
401265844,"NO 114, MIA 92",Miami Heat,New Orleans Pelicans,20201214,New Orleans Pelicans,114,Miami Heat,92,No
401265845,"DAL 128, MIL 112",Milwaukee Bucks,Dallas Mavericks,20201214,Dallas Mavericks,128,Milwaukee Bucks,112,No
401265846,"MEM 123, MIN 104",Minnesota Timberwolves,Memphis Grizzlies,20201214,Memphis Grizzlies,123,Minnesota Timberwolves,104,No
401265847,"UTAH 111, PHX 92",Utah Jazz,Phoenix Suns,20201214,Utah Jazz,111,Phoenix Suns,92,Yes
401265848,"PHI 108, BOS 99",Philadelphia 76ers,Boston Celtics,20201215,Philadelphia 76ers,108,Boston Celtics,99,Yes
401265849,"HOU 112, SA 98",Houston Rockets,San Antonio Spurs,20201215,Houston Rockets,112,San Antonio Spurs,98,Yes
401265850,"SAC 114, GS 113",Sacramento Kings,Golden State Warriors,20201215,Sacramento Kings,114,Golden State Warriors,113,Yes
401265851,"NY 100, CLE 93",New York Knicks,Cleveland Cavaliers,20201216,New York Knicks,100,Cleveland Cavaliers,93,Yes
401265852,"CHI 124, OKC 103",Oklahoma City Thunder,Chicago Bulls,20201216,Chicago Bulls,124,Oklahoma City Thunder,103,No
401265853,"DEN 126, POR 95",Denver Nuggets,Portland Trail Blazers,20201216,Denver Nuggets,126,Portland Trail Blazers,95,Yes
401265854,"LAL 112, PHX 107",Phoenix Suns,Los Angeles Lakers,20201216,Los Angeles Lakers,112,Phoenix Suns,107,No
401265855,"CHA 123, ORL 115",Orlando Magic,Charlotte Hornets,20201217,Charlotte Hornets,123,Orlando Magic,115,No
401265856,"DET 97, WSH 86",Washington Wizards,Detroit Pistons,20201217,Detroit Pistons,97,Washington Wizards,86,No
401265857,"HOU 128, SA 106",Houston Rockets,San Antonio Spurs,20201217,Houston Rockets,128,San Antonio Spurs,106,Yes
401265858,"MEM 128, ATL 106",Memphis Grizzlies,Atlanta Hawks,20201217,Memphis Grizzlies,128,Atlanta Hawks,106,Yes
401265859,"MIN 129, DAL 127 (OT)",Dallas Mavericks,Minnesota Timberwolves,20201217,Minnesota Timberwolves,129,Dallas Mavericks,127,No
401265861,"GS 113, SAC 105",Sacramento Kings,Golden State Warriors,20201217,Golden State Warriors,113,Sacramento Kings,105,No
401265860,"UTAH 125, LAC 105",LA Clippers,Utah Jazz,20201217,Utah Jazz,125,LA Clippers,105,No
401265862,"PHI 113, IND 107",Indiana Pacers,Philadelphia 76ers,20201218,Philadelphia 76ers,113,Indiana Pacers,107,No
401265863,"MIA 117, TOR 105",Toronto Raptors,Miami Heat,20201218,Miami Heat,117,Toronto Raptors,105,No
401265865,"NY 119, CLE 83",New York Knicks,Cleveland Cavaliers,20201218,New York Knicks,119,Cleveland Cavaliers,83,Yes
401265864,"BKN 113, BOS 89",Boston Celtics,Brooklyn Nets,20201218,Brooklyn Nets,113,Boston Celtics,89,No
401265866,"NO 127, MIL 113",New Orleans Pelicans,Milwaukee Bucks,20201218,New Orleans Pelicans,127,Milwaukee Bucks,113,Yes
401265867,"CHI 105, OKC 103",Oklahoma City Thunder,Chicago Bulls,20201218,Chicago Bulls,105,Oklahoma City Thunder,103,No
401265868,"DEN 129, POR 96",Denver Nuggets,Portland Trail Blazers,20201218,Denver Nuggets,129,Portland Trail Blazers,96,Yes
401265869,"LAL 114, PHX 113",Phoenix Suns,Los Angeles Lakers,20201218,Los Angeles Lakers,114,Phoenix Suns,113,No
401265870,"ORL 120, CHA 117",Orlando Magic,Charlotte Hornets,20201219,Orlando Magic,120,Charlotte Hornets,117,Yes
401265871,"WSH 99, DET 96",Washington Wizards,Detroit Pistons,20201219,Washington Wizards,99,Detroit Pistons,96,Yes
401265872,"ATL 117, MEM 116",Memphis Grizzlies,Atlanta Hawks,20201219,Atlanta Hawks,117,Memphis Grizzlies,116,No
401266805,"BKN 125, GS 99",Brooklyn Nets,Golden State Warriors,20201222,Brooklyn Nets,125,Golden State Warriors,99,Yes
401266806,"LAC 116, LAL 109",Los Angeles Lakers,LA Clippers,20201222,LA Clippers,116,Los Angeles Lakers,109,No
401266794,"MIA 111, NO 98",Miami Heat,New Orleans Pelicans,20201225,Miami Heat,111,New Orleans Pelicans,98,Yes
401266797,"MIL 138, GS 99",Milwaukee Bucks,Golden State Warriors,20201225,Milwaukee Bucks,138,Golden State Warriors,99,Yes
401266798,"BKN 123, BOS 95",Boston Celtics,Brooklyn Nets,20201225,Brooklyn Nets,123,Boston Celtics,95,No
401266799,"LAL 138, DAL 115",Los Angeles Lakers,Dallas Mavericks,20201225,Los Angeles Lakers,138,Dallas Mavericks,115,Yes
401266795,"LAC 121, DEN 108",Denver Nuggets,LA Clippers,20201225,LA Clippers,121,Denver Nuggets,108,No
401267181,"ATL 122, MEM 112",Memphis Grizzlies,Atlanta Hawks,20201226,Atlanta Hawks,122,Memphis Grizzlies,112,No
401267182,"OKC 109, CHA 107",Charlotte Hornets,Oklahoma City Thunder,20201226,Oklahoma City Thunder,109,Charlotte Hornets,107,No
401267183,"CLE 128, DET 119 (2OT)",Detroit Pistons,Cleveland Cavaliers,20201226,Cleveland Cavaliers,128,Detroit Pistons,119,No
401267184,"ORL 130, WSH 120",Washington Wizards,Orlando Magic,20201226,Orlando Magic,130,Washington Wizards,120,No
401267185,"PHI 109, NY 89",New York Knicks,Philadelphia 76ers,20201226,Philadelphia 76ers,109,New York Knicks,89,No
401267186,"IND 125, CHI 106",Chicago Bulls,Indiana Pacers,20201226,Indiana Pacers,125,Chicago Bulls,106,No
401267187,"SA 119, TOR 114",San Antonio Spurs,Toronto Raptors,20201226,San Antonio Spurs,119,Toronto Raptors,114,Yes
401267188,"MIN 116, UTAH 111",Utah Jazz,Minnesota Timberwolves,20201226,Minnesota Timberwolves,116,Utah Jazz,111,No
401267189,"POR 128, HOU 126 (OT)",Portland Trail Blazers,Houston Rockets,20201226,Portland Trail Blazers,128,Houston Rockets,126,Yes
401267190,"SAC 106, PHX 103",Sacramento Kings,Phoenix Suns,20201226,Sacramento Kings,106,Phoenix Suns,103,Yes
401267191,"DAL 124, LAC 73",LA Clippers,Dallas Mavericks,20201227,Dallas Mavericks,124,LA Clippers,73,No
401267192,"CHA 106, BKN 104",Charlotte Hornets,Brooklyn Nets,20201227,Charlotte Hornets,106,Brooklyn Nets,104,Yes
401267193,"ORL 120, WSH 113",Washington Wizards,Orlando Magic,20201227,Orlando Magic,120,Washington Wizards,113,No
401267194,"NO 98, SA 95",New Orleans Pelicans,San Antonio Spurs,20201227,New Orleans Pelicans,98,San Antonio Spurs,95,Yes
401267195,"CLE 118, PHI 94",Cleveland Cavaliers,Philadelphia 76ers,20201227,Cleveland Cavaliers,118,Philadelphia 76ers,94,Yes
401267196,"NY 130, MIL 110",New York Knicks,Milwaukee Bucks,20201227,New York Knicks,130,Milwaukee Bucks,110,Yes
401267197,"IND 108, BOS 107",Indiana Pacers,Boston Celtics,20201227,Indiana Pacers,108,Boston Celtics,107,Yes
401267198,"GS 129, CHI 128",Chicago Bulls,Golden State Warriors,20201227,Golden State Warriors,129,Chicago Bulls,128,No
401267199,"PHX 116, SAC 100",Sacramento Kings,Phoenix Suns,20201227,Phoenix Suns,116,Sacramento Kings,100,No
401267200,"LAL 127, MIN 91",Los Angeles Lakers,Minnesota Timberwolves,20201227,Los Angeles Lakers,127,Minnesota Timberwolves,91,Yes
401267201,"ATL 128, DET 120",Atlanta Hawks,Detroit Pistons,20201228,Atlanta Hawks,128,Detroit Pistons,120,Yes
401267202,"MEM 116, BKN 111 (OT)",Brooklyn Nets,Memphis Grizzlies,20201228,Memphis Grizzlies,116,Brooklyn Nets,111,No
401267203,"UTAH 110, OKC 109",Oklahoma City Thunder,Utah Jazz,20201228,Utah Jazz,110,Oklahoma City Thunder,109,No
401267204,"DEN 124, HOU 111",Denver Nuggets,Houston Rockets,20201228,Denver Nuggets,124,Houston Rockets,111,Yes
401267205,"POR 115, LAL 107",Los Angeles Lakers,Portland Trail Blazers,20201228,Portland Trail Blazers,115,Los Angeles Lakers,107,No
401267206,"NY 95, CLE 86",Cleveland Cavaliers,New York Knicks,20201229,New York Knicks,95,Cleveland Cavaliers,86,No
401267207,"GS 116, DET 106",Detroit Pistons,Golden State Warriors,20201229,Golden State Warriors,116,Detroit Pistons,106,No
401267208,"BOS 116, IND 111",Indiana Pacers,Boston Celtics,20201229,Boston Celtics,116,Indiana Pacers,111,No
401267209,"PHI 100, TOR 93",Philadelphia 76ers,Toronto Raptors,20201229,Philadelphia 76ers,100,Toronto Raptors,93,Yes
401267210,"CHI 115, WSH 107",Washington Wizards,Chicago Bulls,20201229,Chicago Bulls,115,Washington Wizards,107,No
401267211,"MIL 144, MIA 97",Miami Heat,Milwaukee Bucks,20201229,Milwaukee Bucks,144,Miami Heat,97,No
401267212,"ORL 118, OKC 107",Oklahoma City Thunder,Orlando Magic,20201229,Orlando Magic,118,Oklahoma City Thunder,107,No
401267213,"PHX 111, NO 86",Phoenix Suns,New Orleans Pelicans,20201229,Phoenix Suns,111,New Orleans Pelicans,86,Yes
401267214,"LAC 124, MIN 101",LA Clippers,Minnesota Timberwolves,20201229,LA Clippers,124,Minnesota Timberwolves,101,Yes
401267215,"SAC 125, DEN 115",Sacramento Kings,Denver Nuggets,20201229,Sacramento Kings,125,Denver Nuggets,115,Yes
401267216,"BOS 126, MEM 107",Boston Celtics,Memphis Grizzlies,20201230,Boston Celtics,126,Memphis Grizzlies,107,Yes
401267217,"BKN 145, ATL 141",Brooklyn Nets,Atlanta Hawks,20201230,Brooklyn Nets,145,Atlanta Hawks,141,Yes
401267218,"MIA 119, MIL 108",Miami Heat,Milwaukee Bucks,20201230,Miami Heat,119,Milwaukee Bucks,108,Yes
401267219,"CHA 118, DAL 99",Dallas Mavericks,Charlotte Hornets,20201230,Charlotte Hornets,118,Dallas Mavericks,99,No
401267220,"LAL 121, SA 107",San Antonio Spurs,Los Angeles Lakers,20201230,Los Angeles Lakers,121,San Antonio Spurs,107,No
401267221,"LAC 128, POR 105",LA Clippers,Portland Trail Blazers,20201230,LA Clippers,128,Portland Trail Blazers,105,Yes
401267222,"IND 119, CLE 99",Indiana Pacers,Cleveland Cavaliers,20201231,Indiana Pacers,119,Cleveland Cavaliers,99,Yes
401267223,"CHI 133, WSH 130",Washington Wizards,Chicago Bulls,20201231,Chicago Bulls,133,Washington Wizards,130,No
401267224,"PHI 116, ORL 92",Orlando Magic,Philadelphia 76ers,20201231,Philadelphia 76ers,116,Orlando Magic,92,No
401267225,"HOU 122, SAC 119",Houston Rockets,Sacramento Kings,20201231,Houston Rockets,122,Sacramento Kings,119,Yes
401267226,"TOR 100, NY 83",Toronto Raptors,New York Knicks,20201231,Toronto Raptors,100,New York Knicks,83,Yes
401267227,"NO 113, OKC 80",Oklahoma City Thunder,New Orleans Pelicans,20201231,New Orleans Pelicans,113,Oklahoma City Thunder,80,No
401267228,"PHX 106, UTAH 95",Utah Jazz,Phoenix Suns,20201231,Phoenix Suns,106,Utah Jazz,95,No
401267229,"MEM 108, CHA 93",Charlotte Hornets,Memphis Grizzlies,20210101,Memphis Grizzlies,108,Charlotte Hornets,93,No
401267230,"DET 96, BOS 93",Detroit Pistons,Boston Celtics,20210101,Detroit Pistons,96,Boston Celtics,93,Yes
401267231,"DAL 93, MIA 83",Dallas Mavericks,Miami Heat,20210101,Dallas Mavericks,93,Miami Heat,83,Yes
401267232,"ATL 114, BKN 96",Brooklyn Nets,Atlanta Hawks,20210101,Atlanta Hawks,114,Brooklyn Nets,96,No
401267233,"MIL 126, CHI 96",Milwaukee Bucks,Chicago Bulls,20210101,Milwaukee Bucks,126,Chicago Bulls,96,Yes
401267234,"WSH 130, MIN 109",Minnesota Timberwolves,Washington Wizards,20210101,Washington Wizards,130,Minnesota Timberwolves,109,No
401267235,"LAL 109, SA 103",San Antonio Spurs,Los Angeles Lakers,20210101,Los Angeles Lakers,109,San Antonio Spurs,103,No
401267236,"PHX 106, DEN 103",Denver Nuggets,Phoenix Suns,20210101,Phoenix Suns,106,Denver Nuggets,103,No
401267237,"UTAH 106, LAC 100",Utah Jazz,LA Clippers,20210101,Utah Jazz,106,LA Clippers,100,Yes
401267238,"POR 123, GS 98",Golden State Warriors,Portland Trail Blazers,20210101,Portland Trail Blazers,123,Golden State Warriors,98,No
401267239,"HOU 102, SAC 94",Houston Rockets,Sacramento Kings,20210102,Houston Rockets,102,Sacramento Kings,94,Yes
401267240,"NY 106, IND 102",Indiana Pacers,New York Knicks,20210102,New York Knicks,106,Indiana Pacers,102,No
401267241,"OKC 108, ORL 99",Orlando Magic,Oklahoma City Thunder,20210102,Oklahoma City Thunder,108,Orlando Magic,99,No
401267242,"PHI 127, CHA 112",Philadelphia 76ers,Charlotte Hornets,20210102,Philadelphia 76ers,127,Charlotte Hornets,112,Yes
401267243,"CLE 96, ATL 91",Atlanta Hawks,Cleveland Cavaliers,20210102,Cleveland Cavaliers,96,Atlanta Hawks,91,No
401267244,"NO 120, TOR 116",New Orleans Pelicans,Toronto Raptors,20210102,New Orleans Pelicans,120,Toronto Raptors,116,Yes
401267245,"BOS 122, DET 120",Detroit Pistons,Boston Celtics,20210103,Boston Celtics,122,Detroit Pistons,120,No
401267246,"WSH 123, BKN 122",Brooklyn Nets,Washington Wizards,20210103,Washington Wizards,123,Brooklyn Nets,122,No
401267247,"LAL 108, MEM 94",Memphis Grizzlies,Los Angeles Lakers,20210103,Los Angeles Lakers,108,Memphis Grizzlies,94,No
401267248,"DEN 124, MIN 109",Minnesota Timberwolves,Denver Nuggets,20210103,Denver Nuggets,124,Minnesota Timberwolves,109,No
401267249,"UTAH 130, SA 109",San Antonio Spurs,Utah Jazz,20210103,Utah Jazz,130,San Antonio Spurs,109,No
401267250,"CHI 118, DAL 108",Chicago Bulls,Dallas Mavericks,20210103,Chicago Bulls,118,Dallas Mavericks,108,Yes
401267251,"LAC 112, PHX 107",Phoenix Suns,LA Clippers,20210103,LA Clippers,112,Phoenix Suns,107,No
401267252,"GS 137, POR 122",Golden State Warriors,Portland Trail Blazers,20210103,Golden State Warriors,137,Portland Trail Blazers,122,Yes
401267253,"ORL 103, CLE 83",Orlando Magic,Cleveland Cavaliers,20210104,Orlando Magic,103,Cleveland Cavaliers,83,Yes
401267254,"PHI 118, CHA 101",Philadelphia 76ers,Charlotte Hornets,20210104,Philadelphia 76ers,118,Charlotte Hornets,101,Yes
401267255,"NY 113, ATL 108",Atlanta Hawks,New York Knicks,20210104,New York Knicks,113,Atlanta Hawks,108,No
401267256,"MIA 118, OKC 90",Miami Heat,Oklahoma City Thunder,20210104,Miami Heat,118,Oklahoma City Thunder,90,Yes
401267257,"BOS 126, TOR 114",Toronto Raptors,Boston Celtics,20210104,Boston Celtics,126,Toronto Raptors,114,No
401267258,"DAL 113, HOU 100",Houston Rockets,Dallas Mavericks,20210104,Dallas Mavericks,113,Houston Rockets,100,No
401267259,"MIL 125, DET 115",Milwaukee Bucks,Detroit Pistons,20210104,Milwaukee Bucks,125,Detroit Pistons,115,Yes
401267260,"IND 118, NO 116 (OT)",New Orleans Pelicans,Indiana Pacers,20210104,Indiana Pacers,118,New Orleans Pelicans,116,No
401267261,"GS 137, SAC 106",Golden State Warriors,Sacramento Kings,20210104,Golden State Warriors,137,Sacramento Kings,106,Yes
401267262,"BKN 130, UTAH 96",Brooklyn Nets,Utah Jazz,20210105,Brooklyn Nets,130,Utah Jazz,96,Yes
401267263,"LAL 94, MEM 92",Memphis Grizzlies,Los Angeles Lakers,20210105,Los Angeles Lakers,94,Memphis Grizzlies,92,No
401267264,"DEN 123, MIN 116",Denver Nuggets,Minnesota Timberwolves,20210105,Denver Nuggets,123,Minnesota Timberwolves,116,Yes
401267265,"SA 116, LAC 113",LA Clippers,San Antonio Spurs,20210105,San Antonio Spurs,116,LA Clippers,113,No
401267266,"CHI 111, POR 108",Portland Trail Blazers,Chicago Bulls,20210105,Chicago Bulls,111,Portland Trail Blazers,108,No
401267267,"IND 114, HOU 107",Indiana Pacers,Houston Rockets,20210106,Indiana Pacers,114,Houston Rockets,107,Yes
401267268,"ORL 105, CLE 94",Orlando Magic,Cleveland Cavaliers,20210106,Orlando Magic,105,Cleveland Cavaliers,94,Yes
401267269,"PHI 141, WSH 136",Philadelphia 76ers,Washington Wizards,20210106,Philadelphia 76ers,141,Washington Wizards,136,Yes
401267270,"CHA 102, ATL 94",Atlanta Hawks,Charlotte Hornets,20210106,Charlotte Hornets,102,Atlanta Hawks,94,No
401267271,"BOS 107, MIA 105",Miami Heat,Boston Celtics,20210106,Boston Celtics,107,Miami Heat,105,No
401267272,"NY 112, UTAH 100",New York Knicks,Utah Jazz,20210106,New York Knicks,112,Utah Jazz,100,Yes
401267273,"MIL 130, DET 115",Milwaukee Bucks,Detroit Pistons,20210106,Milwaukee Bucks,130,Detroit Pistons,115,Yes
401267274,"OKC 111, NO 110",New Orleans Pelicans,Oklahoma City Thunder,20210106,Oklahoma City Thunder,111,New Orleans Pelicans,110,No
401267275,"PHX 123, TOR 115",Phoenix Suns,Toronto Raptors,20210106,Phoenix Suns,123,Toronto Raptors,115,Yes
401267276,"LAC 108, GS 101",Golden State Warriors,LA Clippers,20210106,LA Clippers,108,Golden State Warriors,101,No
401267277,"SAC 128, CHI 124",Sacramento Kings,Chicago Bulls,20210106,Sacramento Kings,128,Chicago Bulls,124,Yes
401267278,"BKN 122, PHI 109",Brooklyn Nets,Philadelphia 76ers,20210107,Brooklyn Nets,122,Philadelphia 76ers,109,Yes
